text,target_list
go there to relax and feel like your somewhere else.,"[0, 0, 1]"
lucky strike is a great casual place to just grab a bite to eat.,"[0, 0, 1]"
"great food, great decor, great service.","[0, 0, 1]"
i recommend it!,"[0, 0, 1]"
"this is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","[0, 0, 1]"
(always ask the bartender for the seasonal beer!!!,"[0, 0, 1]"
guaranteed to be a tasty experience!),"[0, 0, 1]"
excellent spot for holiday get togethers with co-workers or friends that you have not seen in a while.,"[0, 0, 1]"
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed!,"[0, 0, 1]"
all the people that i bring there go back on their own and bring their friends!,"[0, 0, 1]"
go there once and oh yes...you will go back...you will...,"[0, 0, 1]"
what a great place!,"[0, 0, 1]"
not the typical nyc gimmick theme restaurant.,"[0, 0, 1]"
"a cool bar with great food, and tons of excellent beer.","[0, 0, 1]"
and even with it is pub atmosphere they were great to my kids too!,"[0, 0, 1]"
loved it!,"[0, 0, 1]"
the shrimp scampi was excellent and the antipasti were plentiful.,"[0, 0, 1]"
"if you venture off the island of manhattan and can not seem to find a great italian restaurant, drive to corona.","[0, 0, 1]"
the only thing more wonderful than the food (which is exceptional) is the service.,"[0, 0, 1]"
the only thing the waiters do not do for you is wipe your chin when you leave.,"[0, 0, 1]"
wonderful at holiday time.,"[0, 0, 1]"
cozy romantic atomosphere with only around 15 tables at most.,"[0, 0, 1]"
"food was very good, but not what i would consider out of this world.","[0, 1, 0]"
my friend from milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,"[0, 0, 1]"
too bad the food was not of the same heritage.,"[1, 0, 0]"
"the porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","[1, 0, 0]"
a real dissapointment.,"[1, 0, 0]"
but that was not the icing on the cake: a tiramisu that resembled nothing i have ever had.,"[1, 0, 0]"
they should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,"[1, 0, 0]"
priced at upper intermediate range.,"[1, 0, 0]"
i really liked this place.,"[0, 0, 1]"
"everything i had was good, and i am a eater.","[0, 0, 1]"
it was pretty inexpensive too.,"[0, 0, 1]"
this place has the best chinese style bbq ribs in the city.,"[0, 0, 1]"
i also recommend the rice dishes or the different varieties of congee (rice porridge).,"[0, 0, 1]"
it is great to go for a quick lunch either alone or with a friend.,"[0, 0, 1]"
it is definately not a place to go if you want to impress someone.,"[1, 0, 0]"
quick and friendly service.,"[0, 0, 1]"
this is one of the best comfort food places in the city.,"[0, 0, 1]"
it is somewhere you can eat and be happy.,"[0, 0, 1]"
"when you are sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you would never know there was a world outside.","[0, 0, 1]"
"the food is wonderful, tasty and filling, and the service is professional and friendly.","[0, 0, 1]"
"i can not wait for summer, when they serve outside on their gigantic patio.","[0, 0, 1]"
i recently tried suan and i thought that it was great.,"[0, 0, 1]"
this little place definitely exceeded my expectations and you sure get a lot of food for your money.,"[0, 0, 1]"
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"[0, 0, 1]"
i have to say that i am pleasantly suprised and i will most likely stop in again if i am in the neighborhood.,"[0, 0, 1]"
they all know you.,"[0, 0, 1]"
good food.,"[0, 0, 1]"
good drink.,"[0, 0, 1]"
how do you rate home?,"[0, 0, 1]"
i have never had cheescake like this.,"[0, 0, 1]"
i thought i had died and gone to heaven.,"[0, 0, 1]"
"great spot, whether looking for a couple of drinks or quiet dinner.","[0, 0, 1]"
warm and friendly in the winter and terrific outdoor seating in the warmer months.,"[0, 0, 1]"
the food is great and they have a good selecion of wines at reasonable prices.,"[0, 0, 1]"
have been several times and it never dissapoints.,"[0, 0, 1]"
we were less than impressed.,"[1, 0, 0]"
"we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","[1, 0, 0]"
probably would not go again...,"[1, 0, 0]"
"i have been to sapphire twice and both times the food was fine, if not good.","[0, 0, 1]"
"stick with the chicken, beef, and lamb dishes.","[0, 0, 1]"
"service is friendly, and never had a problem walking in and getting a table.","[0, 0, 1]"
skip dessert.,"[1, 0, 0]"
best reuben sandwich ever!,"[0, 0, 1]"
a classic!,"[0, 0, 1]"
do not miss bloom is on your next trip to manhatten.,"[0, 0, 1]"
"it was the first place we ate on our first trip to new york, and it will be the last place we stop as we head out of town on our next trip to new york.","[0, 0, 1]"
thanks bloom is for a lovely trip.,"[0, 0, 1]"
"the food was not fresh, the sauces were bland and very oily.","[1, 0, 0]"
it just was not thai.,"[1, 0, 0]"
was surprisingly disappointed.,"[1, 0, 0]"
pizza was a little soggy.,"[1, 0, 0]"
not enough wines by the glass either.,"[1, 0, 0]"
"service, however, was excellent...and i liked the setting/atmosphere a lot. ","[0, 0, 1]"
this place is a great bargain.,"[0, 0, 1]"
authentic pakistani food.,"[0, 0, 1]"
people are always friendly.,"[0, 0, 1]"
do not waste money on decor.,"[0, 1, 0]"
"just straight up cheap, good food.","[0, 0, 1]"
faan is sooo good.,"[0, 0, 1]"
the best pad thai i have ever had.,"[0, 0, 1]"
the design and atmosphere is just as good.,"[0, 0, 1]"
bottles of wine are cheap and good.,"[0, 0, 1]"
what more could you want?,"[0, 0, 1]"
the food was actually aweful.,"[1, 0, 0]"
i am not picky - but it was actually gross.,"[1, 0, 0]"
"the mussles were the fishiest things i have ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... it was disgusting.","[1, 0, 0]"
"nice atmosphere, the service was very pleasant and the desert was good.","[0, 0, 1]"
would not recomend it for dinner!,"[1, 0, 0]"
this is the perfect date spot for williamsburg couples.,"[0, 0, 1]"
the jukebox plays everything from italian opera to the strokes.,"[0, 0, 1]"
"the food is amazing, rich pastas and fresh doughy pizza.","[0, 0, 1]"
"best of all is the warm vibe, the owner is super friendly and service is fast.","[0, 0, 1]"
"if only they delivered, they would make a mint!","[0, 1, 0]"
go here for the drinks!,"[0, 0, 1]"
the drinks are amazing and half off till 8pm.,"[0, 0, 1]"
"ask for usha, the nicest bartender in manhattan.","[0, 0, 1]"
my fav was the sassy lassi...,"[0, 0, 1]"
this is an amazing place to try some roti rolls.,"[0, 0, 1]"
i really recommend the very simple unda (egg) rolls.,"[0, 0, 1]"
"delicate spices, onions, eggs and a kick-ass roti.","[0, 0, 1]"
amazing!,"[0, 0, 1]"
"toons has recently been redone, so it is now a very attractive space.","[0, 0, 1]"
the food is as good as ever.,"[0, 0, 1]"
"in an area sadly lacking in decent thai food, this is one of the best spots.","[0, 0, 1]"
"went here last night - nice decor, good service, but the food was surprisingly excellent.","[0, 0, 1]"
"the portions are huge, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","[0, 0, 1]"
can not wait to go back.,"[0, 0, 1]"
best drumsticks over rice and sour spicy soup in town!,"[0, 0, 1]"
beef noodle soup is good as well.,"[0, 0, 1]"
the service is good and the resturant is clean.,"[0, 0, 1]"
best taiwanese food in ny!,"[0, 0, 1]"
i have been to rao is probably 15 times the past 3 years and it keeps getting better.,"[0, 0, 1]"
"for those that go once and do not enjoy it, all i can say is that they just do not get it.","[0, 0, 1]"
rao is has the best service and atmosphere in nyc.,"[0, 0, 1]"
good luck getting a table.,"[0, 1, 0]"
my roommate and i love this place.,"[0, 0, 1]"
"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.","[0, 0, 1]"
indoor was very cozy and cute.,"[0, 0, 1]"
"the portion sizes here are huge, and the sushi is good.","[0, 0, 1]"
staff is very accomodating.,"[0, 0, 1]"
"excellent dumplings served amid clean, chic decor.","[0, 0, 1]"
"i got the $10 10-piece dim sum combo, every bite of which was great.","[0, 0, 1]"
but $1 for each small piece???,"[1, 0, 0]"
not worth it.,"[1, 0, 0]"
i will not go back unless someone else is footing the bill.,"[1, 0, 0]"
the decor is very simple but comfortable.,"[0, 0, 1]"
you must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"[0, 0, 1]"
the staff there is very attentive and down to earth.,"[0, 0, 1]"
i loved it and would go again.,"[0, 0, 1]"
great indian food and the service is incredible.,"[0, 0, 1]"
the owner truly caters to all your needs.,"[0, 0, 1]"
"when family came in he gave them apps to test their palets, and then ordered for them.","[0, 0, 1]"
everyone was more then happy with his choices.,"[0, 0, 1]"
great food and the prices are very reasonable.,"[0, 0, 1]"
the food here does a great service to the name (cantonese that is...).,"[0, 0, 1]"
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork.,"[0, 0, 1]"
this dish is my favorite and i always get it when i go there and never get tired of it.,"[0, 0, 1]"
"try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.","[0, 0, 1]"
simply some good tasting chinese food at incredible prices...,"[0, 0, 1]"
service is not what you are coming here for...,"[1, 0, 0]"
big wong is a great place to eat and fill your stomach.,"[0, 0, 1]"
"whoever the jazz duo was, they were on point.","[0, 0, 1]"
"good music, great food, speedy service affordable prices.","[0, 0, 1]"
even the wine by the glass was good.,"[0, 0, 1]"
consistently good japanese tapas.,"[0, 0, 1]"
always good drinks and service is pretty good;,"[0, 0, 1]"
atmosphere is nice and relaxed too...,"[0, 0, 1]"
a great place to meet up for some food and drinks...  ,"[0, 0, 1]"
yakitori (bbq meats) is tasty too.,"[0, 0, 1]"
"if you do not mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","[1, 0, 0]"
price and quality of fish alone will keep us from making a return visit.,"[1, 0, 0]"
was not going to share but i feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,"[1, 0, 0]"
no thanks!!!,"[1, 0, 0]"
"this place, which is only a few months old, is perhaps queens' biggest secret!","[0, 0, 1]"
"fabulous decor - makes you feel like you are in a trendy manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you are a manhattanite, or spend most of your time in manhattan, rice avenue will make you feel at home.....very soho/village/upper west side minus the expensive prices and pretentious clientele.....all on roosevelt avenue!","[0, 0, 1]"
we were seated outside and the waiter spilled red wine and hot tea on myself and my date.,"[1, 0, 0]"
we were then shooed inside.,"[1, 0, 0]"
"one would think we would get an apology or complimentary drinks - instead, we got a snobby waiter would not even take our order for 15 minutes and gave us lip when we asked him to do so.","[1, 0, 0]"
"we left, never to return.","[1, 0, 0]"
"with so many good restaurants on the uws, i do not need overpriced food, absurdly arrogant wait-staff who do not recognize they work at a glorified diner, clumsy service, and management that does not care.","[1, 0, 0]"
i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,"[1, 0, 0]"
the food is okay and the prices here are mediocre.,"[0, 1, 0]"
baluchi is has solid food and a nice decor at reasonable prices.,"[0, 0, 1]"
the only problem is that the manager is a complete incompetent.,"[1, 0, 0]"
he offers subpar service and has no personality.,"[1, 0, 0]"
"in fact, it appears he is going to go postal at any moment.","[1, 0, 0]"
there is no excuse for such lousy service!,"[1, 0, 0]"
i have never before eaten 40 pieces of relatively good nigiri.,"[0, 1, 0]"
you can do it here.,"[0, 0, 1]"
$20 for all you can eat sushi cannot be beaten.,"[0, 0, 1]"
"i went to areo on a sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.","[0, 0, 1]"
"most of the servers are very attentive, friendly and quite attractive.","[0, 0, 1]"
"the vibe is very relaxed and cozy, service was great and the food was excellent!","[0, 0, 1]"
me and my girls will definitely go back.,"[0, 0, 1]"
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went.,"[0, 0, 1]"
i would highly recommand requesting a table by the window.,"[0, 0, 1]"
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,"[0, 0, 1]"
the food is great.,"[0, 0, 1]"
personal pans are the perfect size for those hungry nights.,"[0, 0, 1]"
i heartily recommend.,"[0, 0, 1]"
there is a downside if you are ordering in -- the delivery guys have major attitude.,"[1, 0, 0]"
never have i had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c i live in a walkup) who always seem disappointed with their tips.,"[1, 0, 0]"
"love the scene first off- the place has a character and nice light to it..very fortunate, location wise.","[0, 0, 1]"
the pizza was pretty good and huge.,"[0, 0, 1]"
the price very reasonable.,"[0, 0, 1]"
we were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,"[0, 0, 1]"
i would say that all was fine and tasty but the heaviness on my stomach someting that i can not not mention or undermine.,"[1, 0, 0]"
"the pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol","[1, 0, 0]"
"la rosa waltzes in, and i think they are doing it the best.","[0, 0, 1]"
"interesting selection, good wines, service fine, fun decor.","[0, 0, 1]"
i love it.,"[0, 0, 1]"
i plan on stopping by next week as well.,"[0, 0, 1]"
"i found it on a cold night, the perfect spot to warm up.","[0, 0, 1]"
i recieved prompt service with a smile.,"[0, 0, 1]"
"to me it exemplifies soho, cute, artsy, interesting.","[0, 0, 1]"
definately check it out!!!,"[0, 0, 1]"
this place blew me away...by far my new favorite restaurant on the uppereast side.,"[0, 0, 1]"
the wine list is extensive and impressive.,"[0, 0, 1]"
love the atmosphere - felt like i was in paris.,"[0, 0, 1]"
the mussels were fantastic and so was the dessert...definitely going to be back very soon.,"[0, 0, 1]"
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,"[0, 0, 1]"
"over the years the host, vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he is even able to remember a consistent but not-so-frequent visitor.","[0, 0, 1]"
"i have also been amazed at all the new additions in the past few years: a new jazz bar, the most fantastic dining garden, the best thin crust pizzas, and now a lasagna menu which is to die for (these are not your average lasagnas)!","[0, 0, 1]"
i love this place!,"[0, 0, 1]"
keep up the good work guys!,"[0, 0, 1]"
i have to say i have never had a disapointing meal here.,"[0, 0, 1]"
we could have made a meal of the yummy dumplings from the dumpling menu.,"[0, 0, 1]"
"luckily we saved room for the bbq salmon, sea bass and crispy duck.","[0, 0, 1]"
love al di la,"[0, 0, 1]"
i recommend this place to everyone.,"[0, 0, 1]"
great food.,"[0, 0, 1]"
one of my favorite places in brooklyn. ,"[0, 0, 1]"
"the pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.","[0, 0, 1]"
overpriced and not tasty ,"[1, 0, 0]"
the food here was mediocre at best. ,"[1, 0, 0]"
it was totally overpriced- fish and chips was about $15.... ,"[1, 0, 0]"
tasty dog!,"[0, 0, 1]"
"an awesome organic dog, and a conscious eco friendly establishment.","[0, 0, 1]"
one of the best hot dogs i have ever eaten.,"[0, 0, 1]"
can not wait to go back.,"[0, 0, 1]"
the cypriot restaurant has a lot going for it.,"[0, 0, 1]"
but the best pork souvlaki i ever had is the main thing.,"[0, 0, 1]"
run do not walk.,"[0, 0, 1]"
super yummy pizza!,"[0, 0, 1]"
i was visiting new york city with a friend and we discovered this really warm and inviting restaurant.,"[0, 0, 1]"
"i looove their eggplant pizza, as well as their pastas!","[0, 0, 1]"
"we had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!","[0, 0, 1]"
"we had fun eating in there, we were there like around 3 a.m. in the morning!","[0, 0, 1]"
"will comeback for sure, wish they have it here in la..","[0, 0, 1]"
"the space kind of feels like an alice in wonderland setting, without it trying to be that.","[1, 0, 0]"
"i paid just about $60 for a good meal, though :)","[0, 0, 1]"
great sake!,"[0, 0, 1]"
"reliable, fresh sushi","[0, 0, 1]"
the sashimi is always fresh and the rolls are innovative and delicious.,"[0, 0, 1]"
have never had a problem with service save a missing rice once.,"[0, 0, 1]"
delivery can be spot on or lacking depending on the weather and the day of the week.,"[1, 0, 0]"
delivery guy sometimes get upset if you do not tip more than 10%.,"[1, 0, 0]"
best. sushi. ever.,"[0, 0, 1]"
this place has ruined me for neighborhood sushi.,"[0, 0, 1]"
"creative, consistent, fresh.","[0, 0, 1]"
"excellent sashimi, and the millennium roll is beyond delicious.","[0, 0, 1]"
love it.,"[0, 0, 1]"
"very, very nice","[0, 0, 1]"
not only is the food,"[0, 0, 1]"
loved it,"[0, 0, 1]"
we had a very nice time.,"[0, 0, 1]"
"the waiter was attentive, the food was delicious and the views of the city were great.","[0, 0, 1]"
i would definitely go back again.,"[0, 0, 1]"
great place to relax and enjoy your dinner,"[0, 0, 1]"
there is something about their atmosphere that makes me come back nearly every week.,"[0, 0, 1]"
"place is open till late, no dress code.","[0, 0, 1]"
good food: my favorite is the seafood spaghetti.,"[0, 0, 1]"
highly recommended!,"[0, 0, 1]"
excellent food for great prices,"[0, 0, 1]"
my husband and i have been sold on this from the first visit.,"[0, 0, 1]"
the wait staff is very courteous and accomodating.,"[0, 0, 1]"
there are no negatives to speak of.,"[0, 0, 1]"
the bestt!,"[0, 0, 1]"
my favorite place lol,"[0, 0, 1]"
i love their chicken pasta cant remember the name but is sooo good,"[0, 0, 1]"
its alright,"[0, 1, 0]"
"im not necessarily fanatical about this place, but it was a fun time for low pirces.","[0, 0, 1]"
"lobster was good, nothing spectacular.","[0, 1, 0]"
"its just a fun place to go, not a five star restaraunt.","[0, 1, 0]"
way below average,"[1, 0, 0]"
i think the pizza is so overrated and was under cooked.,"[1, 0, 0]"
had no flavor and the staff is rude and not attentive.,"[1, 0, 0]"
would never go back,"[1, 0, 0]"
i love this place,"[0, 0, 1]"
i was not here for the pizza so i can not comment on that yet but what i had was very good.,"[0, 0, 1]"
the service was quick and friendly.,"[0, 0, 1]"
everyone was smiling so that made me feel welcome.,"[0, 0, 1]"
i thought the restaurant was nice and clean.,"[0, 0, 1]"
i ordered the vitello alla marsala and i was pretty impressed.,"[0, 0, 1]"
the veal and the mushrooms were cooked perfectly.,"[0, 0, 1]"
the potato balls were not dry at all... in fact it was buttery.,"[0, 0, 1]"
the only downside... they only take cash which is ok if you know about it ahead of time.,"[1, 0, 0]"
i will be back for sure.,"[0, 0, 1]"
worst place on smith street in brooklyn,"[1, 0, 0]"
"very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.","[1, 0, 0]"
i would never recommend this place to anybody even for a casual dinner.,"[1, 0, 0]"
awesome,"[0, 0, 1]"
the food is always fresh ...,"[0, 0, 1]"
went here on sat 1/26 and was disappointed.,"[1, 0, 0]"
chicken teriyaki had tomato or pimentos on top??,"[1, 0, 0]"
food was luke warm.,"[1, 0, 0]"
the waitress was not attentive at all.,"[1, 0, 0]"
i was looking for banana tempura for dessert and they dont have.,"[1, 0, 0]"
"not because you are ""the four seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.","[1, 0, 0]"
i do not think dinner in manhattan should cost $400.00 where i am not swept off my feet.,"[1, 0, 0]"
"red dragon roll - my favorite thing to eat, of any food group - hands down","[0, 0, 1]"
just go to yamato and order the red dragon roll.,"[0, 0, 1]"
"if you do not like it, i do not know what to tell you.","[0, 0, 1]"
the seafood dynamite is also otherworldly.,"[0, 0, 1]"
i am not even going to bother to describe it; it speaks for itself.,"[0, 0, 1]"
favorite sushi in nyc,"[0, 0, 1]"
"an unpretentious spot in park slope, the sushi is consistently good, the service is pleasant, effective and unassuming.","[0, 0, 1]"
"in the summer months, the back garden area is really nice.","[0, 0, 1]"
the rolls are creative and i have yet to find another sushi place that serves up more inventive yet delicious japanese food.,"[0, 0, 1]"
"the dancing, white river and millenium rolls are musts.","[0, 0, 1]"
so good,"[0, 0, 1]"
i can eat here every day of the week really lol love this place ...),"[0, 0, 1]"
gross food – wow-,"[1, 0, 0]"
i can not remember the last time i had such gross food in new york.,"[1, 0, 0]"
my quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,"[1, 0, 0]"
and $11 for a plate of bland guacamole?,"[1, 0, 0]"
"do not get me started on the margaritas, either.","[1, 0, 0]"
mine tasted like the bartender had forgotten to add the tequila.,"[1, 0, 0]"
save your money and your time and go somewhere else.,"[1, 0, 0]"
"oh, and i never write reviews--i just was so moved by how bad this place was, i felt it was my duty to spread the word.","[1, 0, 0]"
great indian food!,"[0, 0, 1]"
when i got there the place was packed but they made sure to seat me quickly.,"[0, 0, 1]"
"the food was good, the place was clean and affordable.","[0, 0, 1]"
i noticed alot of indian people eatting there which is a great sign for an indian place!,"[0, 0, 1]"
"this is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .","[0, 0, 1]"
the staff is very good.,"[0, 0, 1]"
love their drink menu.,"[0, 0, 1]"
i highly recommend this beautiful place.,"[0, 0, 1]"
nice for one time special occasion.,"[0, 0, 1]"
they honored reservation on sunday afternoon very well. ,"[0, 0, 1]"
we were offered water for the table but were not told the voss bottles of water were $8 a piece.,"[1, 0, 0]"
food was ok.,"[0, 1, 0]"
nice view of river and nyc.,"[0, 0, 1]"
i come here enjoy very much with husband.,"[0, 0, 1]"
remind me of home.,"[0, 0, 1]"
great survice,"[0, 0, 1]"
mmmmmmmmmmmmmmm so delicious,"[0, 0, 1]"
a beautifully designed dreamy egyptian restaurant that gets sceney at night.,"[0, 0, 1]"
watch the talented belly dancers as you enjoy delicious baba ganoush that is more lemony than smoky.,"[0, 0, 1]"
"oh, and there is hookah.","[0, 0, 1]"
raymond the bartender rocks!,"[0, 0, 1]"
pacifico is a great place to casually hang out.,"[0, 0, 1]"
"the drinks are great, especially when made by raymond.","[0, 0, 1]"
the omlette for brunch is great...,"[0, 0, 1]"
"the spinach is fresh, definately not frozen...","[0, 0, 1]"
"quacamole at pacifico is yummy, as are the wings with chimmichuri.","[0, 0, 1]"
a weakness is the chicken in the salads.,"[1, 0, 0]"
"it is just average, just shredded, no seasoning on it.","[1, 0, 0]"
"also, i personally was not a fan of the portobello and asparagus mole.","[1, 0, 0]"
best indian restaurant in the city,"[0, 0, 1]"
this small astoria souvlaki spot makes what many consider the best gyros in new york.,"[0, 0, 1]"
"what really makes it shine is the food, which is aggressively seasoned with cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.","[0, 0, 1]"
"all the various greek and cypriot dishes are excellent, but the gyro is the reason to come--if you do not eat one your trip was wasted.","[0, 0, 1]"
best restaurant in brooklyn,"[0, 0, 1]"
the best!,"[0, 0, 1]"
"great food, amazing service, this place is a class act.","[0, 0, 1]"
the veal was incredible last night.,"[0, 0, 1]"
"fresh, mind blowing flavors.","[0, 0, 1]"
this place is a must visit!,"[0, 0, 1]"
"delicious, creative and fun.","[0, 0, 1]"
got a date? go here!,"[0, 0, 1]"
every time i have a special occasion with my boyfriend i have a hard time going anywhere else.,"[0, 0, 1]"
it is so romantic.,"[0, 0, 1]"
"its dark, and cozy.. there is always jazz music playing when we go.","[0, 0, 1]"
most of the booths allow you to sit next to eachother without looking like  nothat' couple.,"[0, 0, 1]"
the food is all shared so we get to order together and eat together.,"[0, 0, 1]"
once you try it for a special occasion beware.. you can not stop!,"[0, 0, 1]"
"you will be ther for every anniversary, birthday, valentines day...","[0, 0, 1]"
for a fabulous wedding!,"[0, 0, 1]"
my daughter is wedding reception at water is edge received the highest compliments from our guests.,"[0, 0, 1]"
everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,"[0, 0, 1]"
service was wonderful;,"[0, 0, 1]"
everyone was cheerfully cooperative and helpful.,"[0, 0, 1]"
"paul, the maitre d', was totally professional and always on top of things.","[0, 0, 1]"
thank you everyone at water is edge.,"[0, 0, 1]"
would not go back.,"[1, 0, 0]"
"service ok but unfriendly,filthy bathroom.","[1, 0, 0]"
"the bar drinks were eh, ok to say the least.","[1, 0, 0]"
the stuff tilapia was horrid...tasted like cardboard.,"[1, 0, 0]"
"we thought the dessert would be better, wrong!","[1, 0, 0]"
$170 down the toilet...,"[1, 0, 0]"
"oh speaking of bathroom , the mens bathroom was disgusting.","[1, 0, 0]"
"the floor was wet, the trash can filled with hand towels n all over the floor, no soap, and no hand towels left.","[1, 0, 0]"
good experience,"[0, 0, 1]"
"the bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.","[1, 0, 0]"
"however, our main course was wonderful.","[0, 0, 1]"
i had fish and my husband had the filet - both of which exceeded our expectations.,"[0, 0, 1]"
when we inquired about ports - the waitress listed off several but did not know taste variations or cost.,"[1, 0, 0]"
"short and sweet – seating is great:it is romantic,cozy and private.","[0, 0, 1]"
the boths are not as small as some of the reviews make them out to look they are perfect for 2 people.,"[0, 0, 1]"
the food was ok and fair nothing to go crazy.,"[0, 1, 0]"
impressed...,"[0, 0, 1]"
subtle food and service,"[0, 0, 1]"
noodle pudding is exactly the type of service and food i enjoy.,"[0, 0, 1]"
"servers are all different, greg is my favorite.","[0, 0, 1]"
"sometimes tables do not understand his sense of humor but it is refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.","[0, 0, 1]"
this is the first place i have been that a runner remembers my order... hope he likes his job because i have half a mind to steal him for my restaurant.,"[0, 0, 1]"
prices are fair across the board for both food and bev.,"[0, 0, 1]"
"i go out to eat and like my courses, servers are patient and never rush courses or force another drink.","[0, 0, 1]"
amazing fresh dogs but best of all endless toppings!!!,"[0, 0, 1]"
this place had all the trimmings and i mean all.,"[0, 0, 1]"
"peppers, onions, relish, chilli, cheeses, you name it.","[0, 0, 1]"
amazing fun for hot dog lovers of all ages please do yourself a favor and check this place out!!!!,"[0, 0, 1]"
best dining experience in the west village!,"[0, 0, 1]"
stepping into casa la femme last night was a true experience unlike any other in new york!,"[0, 0, 1]"
highly impressed from the decor to the food to the hospitality to the great night i had!,"[0, 0, 1]"
the have a great cocktail with citrus vodka and lemon and lime juice and mint leaves that is to die for!,"[0, 0, 1]"
we were drawn into the belly dancing show that captivated the crowd.,"[0, 0, 1]"
i never write on these sites but this restaurant is def worth commending!,"[0, 0, 1]"
great find in the west village!,"[0, 0, 1]"
maggot in the food!,"[1, 0, 0]"
"nevertheless, i finished my plate, and that is when i found a maggot in mushroom sauce at the bottom.","[1, 0, 0]"
"when the bill came, nothing was comped, so i told the manager very politely that we were willing to pay for the wine, but i did not think i should have to pay for food with a maggot in it.","[1, 0, 0]"
"the manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.","[1, 0, 0]"
we paid and left because we did not feel like arguing any more.,"[1, 0, 0]"
"i have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.","[1, 0, 0]"
unhygienic,"[1, 0, 0]"
i do not recommend.,"[1, 0, 0]"
i got hair in my food 2 times of then !,"[1, 0, 0]"
"great place, great value.","[0, 0, 1]"
"the food is flavorful, plentiful and reasonably priced.","[0, 0, 1]"
the atmosphere is relaxed and casual.,"[0, 0, 1]"
it is a great place to order from or sit-in.,"[0, 0, 1]"
awesome,"[0, 0, 1]"
"inexpensive, unassuming, great time!","[0, 0, 1]"
sushi experience was unbelievable with my fiance.,"[0, 0, 1]"
try it!,"[0, 0, 1]"
very pleased,"[0, 0, 1]"
good creative rolls!,"[0, 0, 1]"
"yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.","[0, 0, 1]"
"they have great rolls, the triple color and norwegetan rolls, are awesome and filling.","[0, 0, 1]"
"one special roll and one regular roll is enough to fill you up, but save room for dessert!","[0, 0, 1]"
"they have a delicious banana chocolate dessert, as well as a great green tea tempura.","[0, 0, 1]"
the appetizers are also delicious!,"[0, 0, 1]"
amazing food.,"[0, 0, 1]"
mazing interior.,"[1, 0, 0]"
great food!,"[0, 0, 1]"
i have had my fair share of modern japanese and this spot delivers.,"[0, 0, 1]"
"the atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.","[1, 0, 0]"
"if you are into being lost when you are just five feet from your table then hey, that is a good thing.","[1, 0, 0]"
"indo chinese food, pretty good...","[0, 0, 1]"
